Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000198393	ZNF26	Approved	Mitochondria	Nuclear bodies				Mitochondria;Nuclear bodies					Mitochondria (GO:0005739);Nuclear bodies (GO:0016604)
ENSG00000198399	ITSN2	Approved	Plasma membrane;Vesicles					Vesicles	Plasma membrane				Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000198400	NTRK1	Approved	Cytosol;Vesicles					Cytosol;Vesicles		Cytosol;Vesicles			Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000198408	OGA	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000198420	TCAF1	Approved	Cell Junctions	Nuclear bodies;Vesicles				Cell Junctions;Vesicles	Nuclear bodies				Cell Junctions (GO:0030054);Nuclear bodies (GO:0016604);Vesicles (GO:0043231)
ENSG00000198429	ZNF69	Uncertain	Nucleoplasm						Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000198431	TXNRD1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000198435	NRARP	Approved	Cytosol	Nucleoplasm				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198440	ZNF583	Approved	Nucleoli	Cytosol				Cytosol;Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000198453	ZNF568	Supported	Nucleoplasm				Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198455	ZXDB	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198464	ZNF480	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198466	ZNF587	Uncertain	Nucleoplasm						Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000198478	SH3BGRL2	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000198483	ANKRD35	Approved	Plasma membrane	Nucleoplasm				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000198492	YTHDF2	Enhanced	Cytosol	Cytoplasmic bodies		Cytosol	Cytoplasmic bodies						Cytoplasmic bodies (GO:0036464);Cytosol (GO:0005829)
ENSG00000198498	TMA16	Enhanced	Nucleoli	Nucleoplasm		Nucleoli;Nucleoplasm							Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198515	CNGA1	Approved	Plasma membrane;Vesicles	Nucleoplasm				Nucleoplasm;Plasma membrane;Vesicles					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000198517	MAFK	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198520	ARMH1	Uncertain	Cytosol						Cytosol				Cytosol (GO:0005829)
ENSG00000198522	GPN1	Supported	Cytosol;Nucleoplasm	Mitochondria			Cytosol;Nucleoplasm	Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000198535	C2CD4A	Supported	Nucleoplasm	Nucleoli			Nucleoli;Nucleoplasm						Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198546	ZNF511	Approved	Nuclear bodies	Nucleoplasm;Vesicles				Nuclear bodies;Nucleoplasm;Vesicles					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198551	ZNF627	Approved	Nucleoplasm	Nucleoli				Nucleoli;Nucleoplasm		Nucleoli			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198553	KCNRG	Uncertain	Vesicles						Vesicles				Vesicles (GO:0043231)
ENSG00000198554	WDHD1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198556	ZNF789	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198561	CTNND1	Enhanced	Plasma membrane			Plasma membrane							Plasma membrane (GO:0005886)
ENSG00000198563	DDX39B	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000198573	SPANXC	Supported	Nucleoplasm	Vesicles			Nucleoplasm	Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198576	ARC	Approved	Microtubules;Vesicles					Microtubules;Vesicles					Microtubules (GO:0015630);Vesicles (GO:0043231)
ENSG00000198585	NUDT16	Supported	Nucleoli;Nucleoplasm				Nucleoli;Nucleoplasm			Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198586	TLK1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000198589	LRBA	Approved	Golgi apparatus	Cytosol				Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000198597	ZNF536	Approved	Cell Junctions;Nucleoplasm					Cell Junctions;Nucleoplasm		Cell Junctions			Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000198610	AKR1C4	Approved	Cytosol;Nucleoplasm	Endoplasmic reticulum;Nucleoli fibrillar center				Cytosol;Endoplasmic reticulum;Nucleoplasm	Nucleoli fibrillar center		Cytosol;Nucleoli fibrillar center;Nucleoplasm		Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000198612	COPS8	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198624	CCDC69	Approved	Plasma membrane	Actin filaments;Golgi apparatus				Actin filaments;Golgi apparatus;Plasma membrane					Actin filaments (GO:0015629);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000198625	MDM4	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000198626	RYR2	Uncertain	Cytosol;Nucleoplasm;Plasma membrane						Cytosol;Nucleoplasm;Plasma membrane				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000198642	KLHL9	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198646	NCOA6	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000198648	STK39	Supported	Nucleoplasm	Cytosol;Vesicles			Cytosol;Nucleoplasm	Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198668	CALM1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000198677	TTC37	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198680	TUSC1	Approved	Vesicles	Nucleoplasm				Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198681	MAGEA1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000198682	PAPSS2	Approved	Mitochondria					Mitochondria		Mitochondria			Mitochondria (GO:0005739)
ENSG00000198689	SLC9A6	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000198690	FAN1	Supported	Nucleoplasm	Cytokinetic bridge;Cytosol			Nucleoplasm		Cytokinetic bridge;Cytosol	Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198691	ABCA4	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198692	EIF1AY	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198700	IPO9	Approved	Cytosol	Vesicles				Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000198707	CEP290	Supported	Centrosome				Centrosome						Centrosome (GO:0005813)
ENSG00000198718	TOGARAM1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198719	DLL1	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000198720	ANKRD13B	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000198721	ECI2	Enhanced	Mitochondria;Peroxisomes			Mitochondria;Peroxisomes							Mitochondria (GO:0005739);Peroxisomes (GO:0005777)
ENSG00000198722	UNC13B	Approved	Vesicles	Golgi apparatus;Intermediate filaments;Nucleoplasm				Golgi apparatus;Nucleoplasm;Vesicles	Intermediate filaments	Intermediate filaments			Golgi apparatus (GO:0005794);Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198727	MT-CYB	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000198728	LDB1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198730	CTR9	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198732	SMOC1	Approved	Plasma membrane		Predicted to be secreted			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000198734	F5	Approved	Golgi apparatus		Predicted to be secreted			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000198736	MSRB1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198739	LRRTM3	Supported	Nucleoplasm	Nuclear bodies			Nucleoplasm	Nuclear bodies		Nuclear bodies			Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000198740	ZNF652	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198742	SMURF1	Approved	Vesicles	Nucleoplasm				Vesicles	Nucleoplasm				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198743	SLC5A3	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000198746	GPATCH3	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198755	RPL10A	Supported	Cytosol;Endoplasmic reticulum	Nucleoli			Cytosol;Endoplasmic reticulum;Nucleoli						Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000198756	COLGALT2	Approved	Nucleoplasm	Vesicles				Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198758	EPS8L3	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000198765	SYCP1	Approved	Cytosol;Nuclear bodies					Cytosol;Nuclear bodies					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000198768	APCDD1L	Uncertain	Mitochondria						Mitochondria	Mitochondria			Mitochondria (GO:0005739)
ENSG00000198771	RCSD1	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000198780	FAM169A	Supported	Cytosol;Nuclear membrane			Nuclear membrane			Cytosol				Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000198783	ZNF830	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198791	CNOT7	Supported	Nuclear bodies				Nuclear bodies						Nuclear bodies (GO:0016604)
ENSG00000198792	TMEM184B	Approved	Cytosol;Golgi apparatus	Nucleoplasm				Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000198793	MTOR	Approved	Cytosol;Vesicles					Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000198795	ZNF521	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198796	ALPK2	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198799	LRIG2	Approved	Golgi apparatus	Nucleoplasm				Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000198804	MT-CO1	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000198805	PNP	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000198807	PAX9	Supported	Nucleoli	Nucleoplasm			Nucleoli;Nucleoplasm						Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198815	FOXJ3	Approved	Nuclear speckles;Nucleoplasm	Vesicles				Nuclear speckles;Nucleoplasm;Vesicles					Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198816	ZNF358	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198818	SFT2D1	Approved	Nuclear bodies	Cytosol;Nucleoplasm				Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000198824	CHAMP1	Enhanced	Nucleoplasm	Midbody ring;Nuclear bodies		Nuclear bodies;Nucleoplasm		Midbody ring		Midbody ring		Midbody ring (biological definition)	Midbody ring (GO:0090543);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000198825	INPP5F	Supported	Vesicles				Vesicles			Vesicles			Vesicles (GO:0043231)
ENSG00000198826	ARHGAP11A	Approved	Cytosol	Nucleoli				Cytosol;Nucleoli		Cytosol			Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000198830	HMGN2	Supported	Nucleoplasm	Nucleoli			Nucleoli;Nucleoplasm			Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198832	SELENOM	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198835	GJC2	Supported	Cytosol;Plasma membrane				Plasma membrane	Cytosol		Cytosol			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000198836	OPA1	Supported	Mitochondria;Nucleoplasm				Mitochondria	Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000198837	DENND4B	Supported	Golgi apparatus;Nucleoplasm				Golgi apparatus	Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000198838	RYR3	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000198839	ZNF277	Approved	Nucleoplasm	Plasma membrane				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000198840	MT-ND3	Uncertain	Cytosol						Cytosol				Cytosol (GO:0005829)
ENSG00000198841	KTI12	Approved	Cytoplasmic bodies;Nuclear speckles					Cytoplasmic bodies;Nuclear speckles					Cytoplasmic bodies (GO:0036464);Nuclear speckles (GO:0016607)
ENSG00000198842	STYXL2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198844	ARHGEF15	Supported	Plasma membrane				Plasma membrane			Plasma membrane			Plasma membrane (GO:0005886)
ENSG00000198846	TOX	Approved	Nucleoli fibrillar center;Nucleoplasm					Nucleoli fibrillar center;Nucleoplasm					Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000198848	CES1	Supported	Endoplasmic reticulum				Endoplasmic reticulum			Endoplasmic reticulum			Endoplasmic reticulum (GO:0005783)
ENSG00000198851	CD3E	Supported	Endoplasmic reticulum;Plasma membrane	Golgi apparatus			Plasma membrane	Endoplasmic reticulum;Golgi apparatus		Endoplasmic reticulum;Plasma membrane			Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000198854	C1orf68	Approved	Plasma membrane	Cytosol				Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000198855	FICD	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198858	R3HDM4	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198860	TSEN15	Approved	Nucleoli	Nucleoplasm				Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198862	LTN1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000198863	RUNDC1	Approved	Nuclear speckles	Cytosol				Cytosol;Nuclear speckles		Nuclear speckles			Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000198865	CCDC152	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198873	GRK5	Supported	Nuclear membrane;Nuclear speckles	Plasma membrane			Nuclear membrane;Nuclear speckles;Plasma membrane						Nuclear membrane (GO:0031965);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000198874	TYW1	Approved	Nucleoli;Nucleoli rim;Nucleoplasm					Nucleoli;Nucleoli rim;Nucleoplasm		Nucleoli;Nucleoli rim			Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198879	SFMBT2	Supported	Nuclear speckles;Nucleoplasm				Nuclear speckles;Nucleoplasm						Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
ENSG00000198886	MT-ND4	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000198887	SMC5	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000198889	DCAF12L1	Uncertain	Cytosol						Cytosol				Cytosol (GO:0005829)
ENSG00000198890	PRMT6	Supported	Nucleoli;Nucleoplasm				Nucleoli;Nucleoplasm						Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198894	CIPC	Supported	Cytosol;Nucleoplasm	Nucleoli			Cytosol;Nucleoplasm	Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198898	CAPZA2	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198900	TOP1	Enhanced	Nucleoplasm	Nucleoli fibrillar center		Nucleoli fibrillar center;Nucleoplasm				Nucleoli fibrillar center;Nucleoplasm			Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000198901	PRC1	Supported	Cytokinetic bridge;Microtubules;Midbody;Plasma membrane	Nucleoplasm			Cytokinetic bridge;Microtubules;Midbody;Nucleoplasm	Plasma membrane		Cytokinetic bridge;Midbody;Nucleoplasm		Cytokinetic bridge (biological definition);Midbody (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Midbody (GO:0030496);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000198908	BHLHB9	Supported	Cytosol	Nucleoplasm			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198909	MAP3K3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198910	L1CAM	Approved	Nucleoplasm;Plasma membrane				Plasma membrane		Nucleoplasm	Nucleoplasm;Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000198911	SREBF2	Supported	Nucleoplasm;Vesicles	Endoplasmic reticulum			Endoplasmic reticulum;Nucleoplasm;Vesicles						Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198912	C1orf174	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000198914	POU3F3	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000198915	RASGEF1A	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000198919	DZIP3	Approved	Vesicles					Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000198920	KIAA0753	Approved	Centrosome;Cytosol				Centrosome		Cytosol				Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000198924	DCLRE1A	Supported	Nucleoplasm	Nucleoli fibrillar center			Nucleoplasm	Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000198925	ATG9A	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000198929	NOS1AP	Approved	Nucleoplasm;Vesicles					Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000198931	APRT	Approved	Cytosol;Nucleoplasm				Cytosol		Nucleoplasm	Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000198932	GPRASP1	Supported	Cytosol				Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000198933	TBKBP1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198934	MAGEE1	Approved	Cytosol	Cytokinetic bridge				Cytokinetic bridge;Cytosol		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829)
ENSG00000198937	CCDC167	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000198945	L3MBTL3	Supported	Nucleoli;Nucleoli rim	Nucleoplasm			Nucleoli;Nucleoli rim;Nucleoplasm						Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000198948	MFAP3L	Supported	Nucleoplasm	Cell Junctions			Cell Junctions;Nucleoplasm						Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654)
ENSG00000198952	SMG5	Uncertain	Cytoplasmic bodies						Cytoplasmic bodies	Cytoplasmic bodies			Cytoplasmic bodies (GO:0036464)
ENSG00000198959	TGM2	Approved	Cytosol	Plasma membrane	Predicted to be secreted			Cytosol;Plasma membrane		Cytosol;Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000198960	ARMCX6	Supported	Cytosol	Nuclear membrane;Nucleoplasm			Cytosol	Nuclear membrane;Nucleoplasm					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000198961	PJA2	Enhanced	Intermediate filaments			Intermediate filaments				Intermediate filaments			Intermediate filaments (GO:0045111)
ENSG00000198963	RORB	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000198964	SGMS1	Approved	Nucleoplasm	Cytosol;Golgi apparatus;Nucleoli fibrillar center				Cytosol;Golgi apparatus;Nucleoli fibrillar center;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000203485	INF2	Approved	Endoplasmic reticulum	Nuclear bodies				Endoplasmic reticulum;Nuclear bodies					Endoplasmic reticulum (GO:0005783);Nuclear bodies (GO:0016604)
ENSG00000203666	EFCAB2	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000203667	COX20	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000203668	CHML	Supported	Cytosol;Nucleoplasm				Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000203685	STUM	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000203697	CAPN8	Approved	Nuclear membrane;Nucleoplasm;Vesicles					Nuclear membrane;Nucleoplasm;Vesicles		Nuclear membrane;Nucleoplasm;Vesicles			Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000203705	TATDN3	Approved	Nucleoplasm	Focal adhesion sites;Golgi apparatus				Focal adhesion sites;Golgi apparatus;Nucleoplasm					Focal adhesion sites (GO:0005925);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000203722	RAET1G	Supported	Plasma membrane;Vesicles		Predicted to be secreted		Plasma membrane	Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000203724	C1orf53	Approved	Vesicles	Aggresome				Aggresome;Vesicles					Aggresome (GO:0016235);Vesicles (GO:0043231)
ENSG00000203727	SAMD5	Supported	Vesicles				Vesicles			Vesicles			Vesicles (GO:0043231)
ENSG00000203760	CENPW	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000203778	FAM229B	Approved	Nucleoplasm	Golgi apparatus;Nucleoli				Golgi apparatus;Nucleoli;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000203780	FANK1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000203783	PRR9	Approved	Cytosol	Nucleoplasm;Vesicles				Cytosol;Nucleoplasm;Vesicles		Cytosol;Vesicles			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000203791	EEF1AKMT2	Supported	Nucleoplasm	Cytosol;Nuclear bodies;Vesicles			Cytosol;Nucleoplasm	Nuclear bodies;Vesicles		Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000203797	DDO	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000203805	PLPP4	Approved	Nucleoli;Nucleoli rim	Nucleoplasm				Nucleoli;Nucleoli rim;Nucleoplasm					Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000203812	H2AC18	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000203814	H2BC18	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000203857	HSD3B1	Approved	Endoplasmic reticulum;Nucleoli	Cytokinetic bridge				Endoplasmic reticulum	Cytokinetic bridge;Nucleoli	Cytokinetic bridge;Nucleoli		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000203859	HSD3B2	Uncertain	Endoplasmic reticulum;Nucleoli	Cytokinetic bridge				Endoplasmic reticulum	Cytokinetic bridge;Nucleoli	Cytokinetic bridge;Nucleoli		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000203867	RBM20	Approved	Golgi apparatus;Nucleoplasm	Cytokinetic bridge;Nucleoli				Cytokinetic bridge;Golgi apparatus;Nucleoli;Nucleoplasm				Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000203872	C6orf163	Uncertain	Nucleoplasm						Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000203879	GDI1	Approved	Cytosol					Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000203880	PCMTD2	Approved	Mitochondria	Nucleoplasm				Mitochondria;Nucleoplasm			Mitochondria;Nucleoplasm		Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
